gene_id,combined_name,bin,n_genomes
WP_004845636.1,hypothetical protein [[Ruminococcus] torques],Bin 14,2
WP_004845637.1,DNA polymerase [[Ruminococcus] torques],Bin 14,2
WP_004845638.1,virulence-associated E family protein [[Ruminococcus] torques],Bin 14,2
WP_004845640.1,SNF2-related protein [[Ruminococcus] torques],Bin 14,2
WP_004845641.1,hypothetical protein [[Ruminococcus] torques],Bin 14,2
WP_004845642.1,MULTISPECIES: type II toxin-antitoxin system PemK/MazF family toxin [Lachnospiraceae],Bin 14,2
WP_004845646.1,DNA cytosine methyltransferase [[Ruminococcus] torques],Bin 14,2
WP_004845650.1,MULTISPECIES: gamma-glutamylcyclotransferase family protein [Mediterraneibacter],Bin 14,2
WP_004845654.1,MULTISPECIES: head maturation protease  ClpP-related [Lachnospiraceae],Bin 14,2
WP_004845655.1,MULTISPECIES: phage major capsid protein [Lachnospiraceae],Bin 14,2
WP_004845656.1,MULTISPECIES: head-tail connector protein [Lachnospiraceae],Bin 14,2
WP_004845657.1,MULTISPECIES: phage head closure protein [Lachnospiraceae],Bin 14,2
WP_004845659.1,MULTISPECIES: HK97 gp10 family phage protein [Lachnospiraceae],Bin 14,2
WP_004845660.1,MULTISPECIES: hypothetical protein [Clostridia],Bin 14,2
WP_004845661.1,MULTISPECIES: major tail protein [Clostridia],Bin 14,2
WP_004845662.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],Bin 14,2
WP_004845663.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],Bin 14,2
WP_004845664.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],Bin 14,2
WP_004845665.1,hypothetical protein [[Ruminococcus] torques],Bin 14,2
WP_004845667.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],Bin 14,2
WP_004845668.1,MULTISPECIES: phage tail spike protein [Lachnospiraceae],Bin 14,2
WP_004845672.1,MULTISPECIES: phage baseplate protein [Lachnospiraceae],Bin 14,2
WP_004845674.1,glucosaminidase domain-containing protein [[Ruminococcus] torques],Bin 14,2
WP_004845681.1,hypothetical protein [[Ruminococcus] torques],Bin 14,2
WP_004847528.1,CAT RNA binding domain-containing protein [[Ruminococcus] torques],Bin 14,2
WP_008117754.1,MULTISPECIES: DUF4314 domain-containing protein [Clostridia],Bin 14,2
WP_021943358.1,MULTISPECIES: HTH domain-containing protein [Clostridia],Bin 14,2
WP_044997918.1,VRR-NUC domain-containing protein [[Ruminococcus] torques],Bin 14,2
WP_044997922.1,MULTISPECIES: amidoligase family protein [Mediterraneibacter],Bin 14,2
WP_044997923.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 14,2
WP_044997926.1,phage tail tape measure protein [[Ruminococcus] torques],Bin 14,2
WP_044997927.1,MULTISPECIES: hypothetical protein [Clostridia],Bin 14,2
WP_044997928.1,MULTISPECIES: hypothetical protein [Clostridia],Bin 14,2
WP_044997959.1,MULTISPECIES: helix-turn-helix domain-containing protein [Clostridia],Bin 14,2
WP_055291112.1,MULTISPECIES: SymE family type I addiction module toxin [Clostridia],Bin 14,2
WP_055297929.1,MULTISPECIES: phage portal protein [Lachnospiraceae],Bin 14,2
WP_227076974.1,MULTISPECIES: helix-turn-helix domain-containing protein [Lachnospiraceae],Bin 14,2
WP_227076976.1,MULTISPECIES: recombinase family protein [Lachnospiraceae],Bin 14,2
WP_227076980.1,MULTISPECIES: recombinase family protein [Lachnospiraceae],Bin 14,2
WP_242647676.1,ImmA/IrrE family metallo-endopeptidase [[Ruminococcus] torques],Bin 14,2
WP_242647678.1,hypothetical protein [[Ruminococcus] torques],Bin 14,2
WP_330651948.1,MULTISPECIES: DUF6551 family protein [Lachnospiraceae],Bin 14,2
WP_337461307.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],Bin 14,2
WP_002594682.1,MULTISPECIES: DUF6075 family protein [Bacteria],Bin 15,2
WP_006858428.1,MULTISPECIES: response regulator transcription factor [Bacillota],Bin 15,2
WP_014080783.1,MULTISPECIES: DUF3847 domain-containing protein [Lachnospiraceae],Bin 15,2
WP_015527830.1,ATP-binding protein [[Ruminococcus] torques],Bin 15,2
WP_015528529.1,MULTISPECIES: replication initiator protein A [Bacillota],Bin 15,2
WP_015528541.1,tetratricopeptide repeat protein [[Ruminococcus] torques],Bin 15,2
WP_015528543.1,recombinase family protein [[Ruminococcus] torques],Bin 15,2
WP_015529045.1,glycosyltransferase [[Ruminococcus] torques],Bin 15,2
WP_015529803.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 15,2
WP_015530024.1,MULTISPECIES: hypothetical protein [Bacteria],Bin 15,2
WP_015530148.1,LysE family transporter [[Ruminococcus] torques],Bin 15,2
WP_015560111.1,MULTISPECIES: hypothetical protein [Clostridia],Bin 15,2
WP_020436278.1,MULTISPECIES: collagenase-like protease [Mediterraneibacter],Bin 15,2
WP_020436949.1,hypothetical protein [[Ruminococcus] torques],Bin 15,2
WP_020436950.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 15,2
WP_020436954.1,MULTISPECIES: HAD domain-containing protein [Mediterraneibacter],Bin 15,2
WP_055152358.1,MULTISPECIES: helix-turn-helix domain-containing protein [Bacillota],Bin 15,2
WP_055156235.1,glycoside hydrolase family 25 protein [[Ruminococcus] torques],Bin 15,2
WP_055156254.1,phage tail tip lysozyme [[Ruminococcus] torques],Bin 15,2
WP_055156266.1,major tail protein [[Ruminococcus] torques],Bin 15,2
WP_055156273.1,MULTISPECIES: phage major capsid protein [Mediterraneibacter],Bin 15,2
WP_055156275.1,head maturation protease  ClpP-related [[Ruminococcus] torques],Bin 15,2
WP_055156279.1,terminase TerL endonuclease subunit [[Ruminococcus] torques],Bin 15,2
WP_055156281.1,MULTISPECIES: HNH endonuclease [Mediterraneibacter],Bin 15,2
WP_055156283.1,MULTISPECIES: DUF1492 domain-containing protein [Mediterraneibacter],Bin 15,2
WP_055156290.1,hypothetical protein [[Ruminococcus] torques],Bin 15,2
WP_055156305.1,rolling circle replication-associated protein [[Ruminococcus] torques],Bin 15,2
WP_055156307.1,hypothetical protein [[Ruminococcus] torques],Bin 15,2
WP_055156758.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 15,2
WP_055156992.1,hypothetical protein [[Ruminococcus] torques],Bin 15,2
WP_055156994.1,lysozyme family protein [[Ruminococcus] torques],Bin 15,2
WP_055157000.1,VirB4-like conjugal transfer ATPase  CD1110 family [[Ruminococcus] torques],Bin 15,2
WP_055157002.1,MULTISPECIES: PrgI family protein [Clostridia],Bin 15,2
WP_055157010.1,hypothetical protein [[Ruminococcus] torques],Bin 15,2
WP_055157016.1,MULTISPECIES: plasmid mobilization protein [Clostridia],Bin 15,2
WP_055157029.1,ParB/RepB/Spo0J family partition protein [[Ruminococcus] torques],Bin 15,2
WP_055157031.1,MULTISPECIES: ParA family protein [Bacillota],Bin 15,2
WP_055157112.1,ATP-binding protein [[Ruminococcus] torques],Bin 15,2
WP_055157115.1,TnpV protein [[Ruminococcus] torques],Bin 15,2
WP_055157768.1,MULTISPECIES: ATP-binding protein [Mediterraneibacter],Bin 15,2
WP_055158112.1,MULTISPECIES: ABC transporter ATP-binding protein [Clostridia],Bin 15,2
WP_055158407.1,sensor histidine kinase [[Ruminococcus] torques],Bin 15,2
WP_070103489.1,hypothetical protein [[Ruminococcus] torques],Bin 15,2
WP_081019600.1,MULTISPECIES: cysteine-rich VLP domain-containing protein [Lachnospiraceae],Bin 15,2
WP_155203848.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 15,2
WP_170962584.1,helix-turn-helix domain-containing protein [[Ruminococcus] torques],Bin 15,2
WP_170962585.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 15,2
WP_208913318.1,hypothetical protein [[Ruminococcus] torques],Bin 15,2
WP_208913323.1,hypothetical protein [[Ruminococcus] torques],Bin 15,2
WP_208913324.1,phage tail tape measure protein [[Ruminococcus] torques],Bin 15,2
WP_208913338.1,PcfB family protein [[Ruminococcus] torques],Bin 15,2
WP_002578893.1,MULTISPECIES: GntR family transcriptional regulator [Terrabacteria group],Bin 16,3
WP_005344281.1,MULTISPECIES: sporulation initiation factor Spo0A C-terminal domain-containing protein [Bacillota],Bin 16,3
WP_005361189.1,MULTISPECIES: DUF6870 family protein [Bacillota],Bin 16,3
WP_012744263.1,MULTISPECIES: hypothetical protein [Bacillota],Bin 16,3
WP_015542934.1,MULTISPECIES: ABC-2 transporter permease [Terrabacteria group],Bin 16,3
WP_020436102.1,MULTISPECIES: transketolase [Mediterraneibacter],Bin 16,3
WP_020436105.1,MULTISPECIES: HIT family protein [Mediterraneibacter],Bin 16,3
WP_020436107.1,MULTISPECIES: TRAP transporter small permease [Mediterraneibacter],Bin 16,3
WP_020436109.1,MULTISPECIES: aldo/keto reductase [Mediterraneibacter],Bin 16,3
WP_020437114.1,MULTISPECIES: glycoside hydrolase family 1 protein [Mediterraneibacter],Bin 16,3
WP_020437115.1,MULTISPECIES: MurR/RpiR family transcriptional regulator [Mediterraneibacter],Bin 16,3
WP_020437116.1,MULTISPECIES: PTS transporter subunit EIIC [Mediterraneibacter],Bin 16,3
WP_020437117.1,MULTISPECIES: FAD-dependent oxidoreductase [Mediterraneibacter],Bin 16,3
WP_020437118.1,MULTISPECIES: ATP-binding protein [Mediterraneibacter],Bin 16,3
WP_020437120.1,MULTISPECIES: Nramp family divalent metal transporter [Mediterraneibacter],Bin 16,3
WP_020437242.1,MULTISPECIES: IS66 family insertion sequence element accessory protein TnpB [Mediterraneibacter],Bin 16,3
WP_025580950.1,MULTISPECIES: VanZ family protein [Terrabacteria group],Bin 16,3
WP_025580951.1,MULTISPECIES: hypothetical protein [Clostridia],Bin 16,3
WP_035403278.1,MULTISPECIES: ABC transporter ATP-binding protein [Bacillota],Bin 16,3
WP_054335623.1,MULTISPECIES: helix-turn-helix domain-containing protein [Clostridia],Bin 16,3
WP_055157380.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 16,3
WP_055157388.1,MULTISPECIES: KilA-N domain-containing protein [Mediterraneibacter],Bin 16,3
WP_055157656.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 16,3
WP_055157679.1,MULTISPECIES: L-arabinose isomerase [Mediterraneibacter],Bin 16,3
WP_055158181.1,MULTISPECIES: dihydrodipicolinate synthase family protein [Mediterraneibacter],Bin 16,3
WP_055158183.1,MULTISPECIES: sensor histidine kinase [Mediterraneibacter],Bin 16,3
WP_055158185.1,MULTISPECIES: ABC transporter permease [Mediterraneibacter],Bin 16,3
WP_055158187.1,MULTISPECIES: ABC transporter permease [Lachnospiraceae],Bin 16,3
WP_055158189.1,MULTISPECIES: response regulator transcription factor [Mediterraneibacter],Bin 16,3
WP_055158294.1,MULTISPECIES: 6-phospho-beta-glucosidase [Mediterraneibacter],Bin 16,3
WP_055158445.1,MULTISPECIES: DUF3791 domain-containing protein [Mediterraneibacter],Bin 16,3
WP_055158447.1,MULTISPECIES: DUF3990 domain-containing protein [Lachnospiraceae],Bin 16,3
WP_055158449.1,MULTISPECIES: hypothetical protein [Clostridia],Bin 16,3
WP_055158455.1,MULTISPECIES: RNA polymerase sigma factor [Mediterraneibacter],Bin 16,3
WP_055158457.1,MULTISPECIES: DUF4179 domain-containing protein [Mediterraneibacter],Bin 16,3
WP_055158592.1,MULTISPECIES: IS66 family transposase [Mediterraneibacter],Bin 16,3
WP_074021989.1,MULTISPECIES: cysteine-rich KTR domain-containing protein [Terrabacteria group],Bin 16,3
WP_117568368.1,MULTISPECIES: HpcH/HpaI aldolase/citrate lyase family protein [Mediterraneibacter],Bin 16,3
WP_117568369.1,MULTISPECIES: C-terminal binding protein [Mediterraneibacter],Bin 16,3
WP_117568370.1,MULTISPECIES: TRAP transporter large permease [Mediterraneibacter],Bin 16,3
WP_117568371.1,MULTISPECIES: TRAP transporter substrate-binding protein [Mediterraneibacter],Bin 16,3
WP_117568372.1,MULTISPECIES: GntR family transcriptional regulator [Mediterraneibacter],Bin 16,3
WP_173724898.1,MULTISPECIES: citrate/2-methylcitrate synthase [Mediterraneibacter],Bin 16,3
WP_173791098.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],Bin 16,3
WP_181966558.1,MULTISPECIES: transketolase family protein [Mediterraneibacter],Bin 16,3
WP_181966559.1,MULTISPECIES: sugar phosphate isomerase/epimerase [Mediterraneibacter],Bin 16,3
WP_226875726.1,MULTISPECIES: sensor histidine kinase [Mediterraneibacter],Bin 16,3
WP_274422797.1,MULTISPECIES: ABC transporter ATP-binding protein [Lachnospiraceae],Bin 16,3
WP_055297212.1,PcfB family protein [[Ruminococcus] torques],Bin 17,2
WP_055297214.1,hypothetical protein [[Ruminococcus] torques],Bin 17,2
WP_055297218.1,sigma-70 family RNA polymerase sigma factor [[Ruminococcus] torques],Bin 17,2
WP_055297220.1,hypothetical protein [[Ruminococcus] torques],Bin 17,2
WP_055297224.1,helix-turn-helix domain-containing protein [[Ruminococcus] torques],Bin 17,2
WP_055297226.1,CpXC domain-containing protein [[Ruminococcus] torques],Bin 17,2
WP_055297230.1,VOC family protein [[Ruminococcus] torques],Bin 17,2
WP_055297232.1,DUF1349 domain-containing protein [[Ruminococcus] torques],Bin 17,2
WP_055297234.1,IS91 family transposase [[Ruminococcus] torques],Bin 17,2
WP_055297237.1,hypothetical protein [[Ruminococcus] torques],Bin 17,2
WP_055297239.1,hypothetical protein [[Ruminococcus] torques],Bin 17,2
WP_055297241.1,ParB/RepB/Spo0J family partition protein [[Ruminococcus] torques],Bin 17,2
WP_055297255.1,SpaA isopeptide-forming pilin-related protein [[Ruminococcus] torques],Bin 17,2
WP_055297257.1,hypothetical protein [[Ruminococcus] torques],Bin 17,2
WP_055297693.1,hypothetical protein [[Ruminococcus] torques],Bin 17,2
WP_055297701.1,hypothetical protein [[Ruminococcus] torques],Bin 17,2
WP_055297702.1,cysteine desulfurase family protein [[Ruminococcus] torques],Bin 17,2
WP_055297703.1,DNA sulfur modification protein DndE [[Ruminococcus] torques],Bin 17,2
WP_055297705.1,GNAT family N-acetyltransferase [[Ruminococcus] torques],Bin 17,2
WP_055297706.1,DUF4316 domain-containing protein [[Ruminococcus] torques],Bin 17,2
WP_055297707.1,transposon-transfer assisting family protein [[Ruminococcus] torques],Bin 17,2
WP_055297708.1,YodL domain-containing protein [[Ruminococcus] torques],Bin 17,2
WP_055297709.1,DNA topoisomerase 3 [[Ruminococcus] torques],Bin 17,2
WP_055297710.1,CD1107 family mobile element protein [[Ruminococcus] torques],Bin 17,2
WP_055297711.1,CD1108 family mobile element protein [[Ruminococcus] torques],Bin 17,2
WP_055297712.1,hypothetical protein [[Ruminococcus] torques],Bin 17,2
WP_055297715.1,DUF4315 family protein [[Ruminococcus] torques],Bin 17,2
WP_055297723.1,hypothetical protein [[Ruminococcus] torques],Bin 17,2
WP_055297725.1,PrgI family protein [[Ruminococcus] torques],Bin 17,2
WP_155236665.1,DNA sulfur modification protein DndD [[Ruminococcus] torques],Bin 17,2
WP_155236666.1,DNA phosphorothioation system sulfurtransferase DndC [[Ruminococcus] torques],Bin 17,2
WP_155236667.1,DNA sulfur modification protein DndB [[Ruminococcus] torques],Bin 17,2
WP_155236668.1,hypothetical protein [[Ruminococcus] torques],Bin 17,2
WP_155236669.1,hypothetical protein [[Ruminococcus] torques],Bin 17,2
WP_155236670.1,hypothetical protein [[Ruminococcus] torques],Bin 17,2
WP_155236672.1,DNA-directed RNA polymerase subunit alpha C-terminal domain-containing protein [[Ruminococcus] torques],Bin 17,2
WP_155236673.1,3'-5' exonuclease [[Ruminococcus] torques],Bin 17,2
WP_155236674.1,HIRAN domain-containing protein [[Ruminococcus] torques],Bin 17,2
WP_155236676.1,hypothetical protein [[Ruminococcus] torques],Bin 17,2
WP_155236680.1,MerR family transcriptional regulator [[Ruminococcus] torques],Bin 17,2
WP_155236682.1,VirB4-like conjugal transfer ATPase  CD1110 family [[Ruminococcus] torques],Bin 17,2
WP_155236687.1,DNA repair protein [[Ruminococcus] torques],Bin 17,2
WP_242859509.1,DUF5688 family protein [[Ruminococcus] torques],Bin 17,2
WP_330583968.1,WYL domain-containing protein [[Ruminococcus] torques],Bin 17,2
WP_412226174.1,VirB6/TrbL-like conjugal transfer protein  CD1112 family [[Ruminococcus] torques],Bin 17,2
WP_412226180.1,tyrosine-type recombinase/integrase [[Ruminococcus] torques],Bin 17,2
WP_004844932.1,MULTISPECIES: polyprenyl synthetase family protein [Mediterraneibacter],Bin 18,21
WP_004844933.1,MULTISPECIES: 1-deoxy-D-xylulose-5-phosphate synthase [Mediterraneibacter],Bin 18,21
WP_004844943.1,MULTISPECIES: vitamin B12 dependent-methionine synthase activation domain-containing protein [Mediterraneibacter],Bin 18,21
WP_004845014.1,MULTISPECIES: SMC-Scp complex subunit ScpB [Mediterraneibacter],Bin 18,21
WP_004845070.1,MULTISPECIES: ATP-dependent DNA helicase RecG [Mediterraneibacter],Bin 18,21
WP_004845077.1,MULTISPECIES: UPF0175 family protein [Mediterraneibacter],Bin 18,21
WP_004845231.1,MULTISPECIES: DUF1294 domain-containing protein [Mediterraneibacter],Bin 18,21
WP_004845554.1,MULTISPECIES: endopeptidase La [Mediterraneibacter],Bin 18,21
WP_004845796.1,MULTISPECIES: substrate-binding domain-containing protein [Mediterraneibacter],Bin 18,21
WP_004845820.1,MULTISPECIES: phenylacetate--CoA ligase family protein [Mediterraneibacter],Bin 18,21
WP_004846429.1,MULTISPECIES: peptidylprolyl isomerase [Mediterraneibacter],Bin 18,21
WP_004846441.1,MULTISPECIES: substrate-binding domain-containing protein [Mediterraneibacter],Bin 18,21
WP_004847532.1,MULTISPECIES: copper homeostasis protein CutC [Mediterraneibacter],Bin 18,21
WP_004847533.1,MULTISPECIES: glucosamine-6-phosphate deaminase [Mediterraneibacter],Bin 18,21
WP_004847536.1,MULTISPECIES: energy-coupling factor transporter transmembrane component T family protein [Mediterraneibacter],Bin 18,21
WP_004847541.1,MULTISPECIES: DnaJ C-terminal domain-containing protein [Mediterraneibacter],Bin 18,21
WP_004848052.1,MULTISPECIES: ABC transporter ATP-binding protein [Mediterraneibacter],Bin 18,21
WP_009242161.1,MULTISPECIES: SpoIIIAH-like family protein [Mediterraneibacter],Bin 18,21
WP_009242165.1,MULTISPECIES: stage III sporulation protein AB [Mediterraneibacter],Bin 18,21
WP_009242243.1,MULTISPECIES: ABC transporter ATP-binding protein [Mediterraneibacter],Bin 18,21
WP_009242276.1,MULTISPECIES: iron-containing alcohol dehydrogenase [Mediterraneibacter],Bin 18,21
WP_009242554.1,MULTISPECIES: ATP-dependent helicase [Mediterraneibacter],Bin 18,21
WP_009242585.1,MULTISPECIES: sodium-dependent transporter [Mediterraneibacter],Bin 18,21
WP_009242632.1,MULTISPECIES: lysylphosphatidylglycerol synthase transmembrane domain-containing protein [Mediterraneibacter],Bin 18,21
WP_009242698.1,MULTISPECIES: OadG family transporter subunit [Mediterraneibacter],Bin 18,21
WP_009243103.1,[FeFe] hydrogenase H-cluster maturation GTPase HydF [[Ruminococcus] torques],Bin 18,21
WP_009243388.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],Bin 18,21
WP_009243418.1,MULTISPECIES: DUF3793 family protein [Mediterraneibacter],Bin 18,21
WP_044929385.1,MULTISPECIES: NADH-quinone oxidoreductase subunit NuoF [Mediterraneibacter],Bin 18,21
WP_118188650.1,AAA family ATPase [[Ruminococcus] torques],Bin 18,21
WP_129794729.1,tRNA pseudouridine(38-40) synthase TruA [[Ruminococcus] torques],Bin 18,21
WP_129794730.1,MULTISPECIES: YitT family protein [Mediterraneibacter],Bin 18,21
WP_155236700.1,MULTISPECIES: penicillin-binding transpeptidase domain-containing protein [Mediterraneibacter],Bin 18,21
WP_227077302.1,sugar kinase [[Ruminococcus] torques],Bin 18,21
WP_278604213.1,LCP family protein [[Ruminococcus] torques],Bin 18,21
WP_303145383.1,glucosaminidase domain-containing protein [[Ruminococcus] torques],Bin 18,21
WP_306542344.1,GTP 3' 8-cyclase MoaA [[Ruminococcus] torques],Bin 18,21
WP_412208204.1,anthranilate synthase component I [[Ruminococcus] torques],Bin 18,21
WP_004846559.1,MULTISPECIES: glycosyltransferase family 2 protein [Mediterraneibacter],Bin 18,20
WP_004846560.1,MULTISPECIES: DUF6020 family protein [Mediterraneibacter],Bin 18,20
